Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geographic_location_(countryand/orsea;region),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,Sample_Name,Sequencing_method,SRA Study,Submitter_Id
ERR528322,WGS,200,1828146600,PRJEB6337,SAMEA2582180,1320786415,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493525,SAMEA2582180,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475410,SAMEA2582180,LV5_Run3,Illumina hiseq 2000,ERP005860,LV5_Run3
ERR528323,WGS,200,185668200,PRJEB6337,SAMEA2582181,133103009,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493526,SAMEA2582181,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475411,SAMEA2582181,LV5_Run5,Illumina hiseq 2000,ERP005860,LV5_Run5
ERR528324,WGS,200,2408937200,PRJEB6337,SAMEA2582182,1809753180,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493527,SAMEA2582182,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475412,SAMEA2582182,LV6_Run2,Illumina hiseq 2000,ERP005860,LV6_Run2
ERR528325,WGS,200,1478120600,PRJEB6337,SAMEA2582183,1086983490,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,ena,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493528,SAMEA2582183,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475413,SAMEA2582183,LV7_Run2,Illumina hiseq 2000,ERP005860,LV7_Run2
ERR528326,WGS,200,1708773400,PRJEB6337,SAMEA2582184,1261994144,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493529,SAMEA2582184,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475414,SAMEA2582184,LV7_Run5,Illumina hiseq 2000,ERP005860,LV7_Run5
ERR528327,WGS,200,2360455000,PRJEB6337,SAMEA2582185,1750235881,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493530,SAMEA2582185,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475415,SAMEA2582185,LV8_Run5,Illumina hiseq 2000,ERP005860,LV8_Run5
ERR528328,WGS,124,1876803984,PRJEB6337,SAMEA2582186,1398589259,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493531,SAMEA2582186,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:12Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475416,SAMEA2582186,LV9_Run2,Illumina hiseq 2000,ERP005860,LV9_Run2
ERR528329,WGS,200,3036308400,PRJEB6337,SAMEA2581875,1992377787,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493532,SAMEA2581875,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475105,SAMEA2581875,HD-1_Run4,Illumina hiseq 2000,ERP005860,HD-1_Run4
ERR528330,WGS,200,5477853400,PRJEB6337,SAMEA2581961,3962762082,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493533,SAMEA2581961,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475191,SAMEA2581961,HD-7_Run1,Illumina hiseq 2000,ERP005860,HD-7_Run1
ERR528331,WGS,200,6223645000,PRJEB6337,SAMEA2581971,4651301162,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493534,SAMEA2581971,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475201,SAMEA2581971,HD-79_Run6,Illumina hiseq 2000,ERP005860,HD-79_Run6
ERR528332,WGS,200,9814834800,PRJEB6337,SAMEA2581972,7029878242,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493535,SAMEA2581972,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475202,SAMEA2581972,HD-8_Run1,Illumina hiseq 2000,ERP005860,HD-8_Run1
ERR528333,WGS,200,3658912800,PRJEB6337,SAMEA2581973,2796422894,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,s3,ena","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493536,SAMEA2581973,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475203,SAMEA2581973,HD-80_Run6,Illumina hiseq 2000,ERP005860,HD-80_Run6
ERR528334,WGS,200,4819174400,PRJEB6337,SAMEA2581974,3589493729,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493537,SAMEA2581974,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475204,SAMEA2581974,HD-81_Run6,Illumina hiseq 2000,ERP005860,HD-81_Run6
ERR528335,WGS,200,3565580000,PRJEB6337,SAMEA2581975,2688105128,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493538,SAMEA2581975,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475205,SAMEA2581975,HD-82_Run6,Illumina hiseq 2000,ERP005860,HD-82_Run6
ERR528336,WGS,200,4758937400,PRJEB6337,SAMEA2581976,3543003699,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493539,SAMEA2581976,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475206,SAMEA2581976,HD-83_Run6,Illumina hiseq 2000,ERP005860,HD-83_Run6
ERR528337,WGS,200,7058457200,PRJEB6337,SAMEA2581977,5107557233,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493540,SAMEA2581977,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475207,SAMEA2581977,HD-9_Run1,Illumina hiseq 2000,ERP005860,HD-9_Run1
ERR528721,WGS,200,1339678800,PRJEB6337,SAMEA2582097,920159812,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493924,SAMEA2582097,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475327,SAMEA2582097,LD-6_Run1,Illumina hiseq 2000,ERP005860,LD-6_Run1
ERR528722,WGS,200,9293613600,PRJEB6337,SAMEA2582098,6629572065,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493925,SAMEA2582098,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475328,SAMEA2582098,LD-6_Run5,Illumina hiseq 2000,ERP005860,LD-6_Run5
ERR528723,WGS,200,6675349600,PRJEB6337,SAMEA2582099,4690798300,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493926,SAMEA2582099,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475329,SAMEA2582099,LD-60_Run3,Illumina hiseq 2000,ERP005860,LD-60_Run3
ERR528724,WGS,200,4925679400,PRJEB6337,SAMEA2582100,3740401097,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493927,SAMEA2582100,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475330,SAMEA2582100,LD-61_Run3,Illumina hiseq 2000,ERP005860,LD-61_Run3
ERR528725,WGS,200,3966946400,PRJEB6337,SAMEA2582101,3009150896,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493928,SAMEA2582101,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475331,SAMEA2582101,LD-62_Run3,Illumina hiseq 2000,ERP005860,LD-62_Run3
ERR528726,WGS,200,3583530000,PRJEB6337,SAMEA2582102,2715104611,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493929,SAMEA2582102,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475332,SAMEA2582102,LD-63_Run3,Illumina hiseq 2000,ERP005860,LD-63_Run3
ERR528727,WGS,200,1910238400,PRJEB6337,SAMEA2582103,1455443008,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493930,SAMEA2582103,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475333,SAMEA2582103,LD-64_Run3,Illumina hiseq 2000,ERP005860,LD-64_Run3
ERR528728,WGS,200,3121478600,PRJEB6337,SAMEA2582104,2161164605,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493931,SAMEA2582104,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475334,SAMEA2582104,LD-64_Run5,Illumina hiseq 2000,ERP005860,LD-64_Run5
ERR528729,WGS,200,362387400,PRJEB6337,SAMEA2582105,274218227,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493932,SAMEA2582105,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:12Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475335,SAMEA2582105,LD-65_Run3,Illumina hiseq 2000,ERP005860,LD-65_Run3
ERR528730,WGS,200,776303200,PRJEB6337,SAMEA2582106,575289333,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493933,SAMEA2582106,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475336,SAMEA2582106,LD-65_Run4,Illumina hiseq 2000,ERP005860,LD-65_Run4
ERR528731,WGS,200,2055035400,PRJEB6337,SAMEA2582107,1522143228,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493934,SAMEA2582107,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:12Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475337,SAMEA2582107,LD-65_Run6,Illumina hiseq 2000,ERP005860,LD-65_Run6
ERR528732,WGS,200,4488424200,PRJEB6337,SAMEA2582108,3401622274,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493935,SAMEA2582108,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:12Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475338,SAMEA2582108,LD-66_Run3,Illumina hiseq 2000,ERP005860,LD-66_Run3
ERR528733,WGS,200,933098400,PRJEB6337,SAMEA2582109,697726215,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493936,SAMEA2582109,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475339,SAMEA2582109,LD-67_Run3,Illumina hiseq 2000,ERP005860,LD-67_Run3
ERR528734,WGS,200,1885502200,PRJEB6337,SAMEA2582110,1346584704,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493937,SAMEA2582110,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475340,SAMEA2582110,LD-67_Run4,Illumina hiseq 2000,ERP005860,LD-67_Run4
ERR528735,WGS,200,7750025200,PRJEB6337,SAMEA2582111,5396229983,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,s3,ena","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493938,SAMEA2582111,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475341,SAMEA2582111,LD-68_Run5,Illumina hiseq 2000,ERP005860,LD-68_Run5
ERR528736,WGS,200,8865132000,PRJEB6337,SAMEA2582112,6573484725,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX493939,SAMEA2582112,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475342,SAMEA2582112,LD-69_Run3,Illumina hiseq 2000,ERP005860,LD-69_Run3
