sampleid	env	subject	bodysite	dataset
Supragingival.plaque__160542498	Supragingival plaque	160542498	Supragingival plaque	HMP
Throat__160542498	Throat	160542498	Throat	HMP
Tongue.dorsum__160542498	Tongue dorsum	160542498	Tongue dorsum	HMP
Anterior.nares__160582958	Anterior nares	160582958	Anterior nares	HMP
Attached.Keratinized.gingiva__160582958	Attached/Keratinized gingiva	160582958	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160582958	Buccal mucosa	160582958	Buccal mucosa	HMP
Hard.palate__160582958	Hard palate	160582958	Hard palate	HMP
L_Antecubital.fossa__160582958	L_Antecubital fossa	160582958	L_Antecubital fossa	HMP
Mid.vagina__160582958	Mid vagina	160582958	Mid vagina	HMP
Palatine.Tonsils__160582958	Palatine Tonsils	160582958	Palatine Tonsils	HMP
Posterior.fornix__160582958	Posterior fornix	160582958	Posterior fornix	HMP
R_Antecubital.fossa__160582958	R_Antecubital fossa	160582958	R_Antecubital fossa	HMP
Retroauricular.crease__160582958	Retroauricular crease	160582958	Retroauricular crease	HMP
Saliva__160582958	Saliva	160582958	Saliva	HMP
Stool__160582958	Stool	160582958	Stool	HMP
Subgingival.plaque__160582958	Subgingival plaque	160582958	Subgingival plaque	HMP
Supragingival.plaque__160582958	Supragingival plaque	160582958	Supragingival plaque	HMP
Throat__160582958	Throat	160582958	Throat	HMP
Tongue.dorsum__160582958	Tongue dorsum	160582958	Tongue dorsum	HMP
Vaginal.introitus__160582958	Vaginal introitus	160582958	Vaginal introitus	HMP
Anterior.nares__160603188	Anterior nares	160603188	Anterior nares	HMP
Attached.Keratinized.gingiva__160603188	Attached/Keratinized gingiva	160603188	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160603188	Buccal mucosa	160603188	Buccal mucosa	HMP
Hard.palate__160603188	Hard palate	160603188	Hard palate	HMP
L_Antecubital.fossa__160603188	L_Antecubital fossa	160603188	L_Antecubital fossa	HMP
Palatine.Tonsils__160603188	Palatine Tonsils	160603188	Palatine Tonsils	HMP
R_Antecubital.fossa__160603188	R_Antecubital fossa	160603188	R_Antecubital fossa	HMP
Retroauricular.crease__160603188	Retroauricular crease	160603188	Retroauricular crease	HMP
Saliva__160603188	Saliva	160603188	Saliva	HMP
Stool__160603188	Stool	160603188	Stool	HMP
Subgingival.plaque__160603188	Subgingival plaque	160603188	Subgingival plaque	HMP
Supragingival.plaque__160603188	Supragingival plaque	160603188	Supragingival plaque	HMP
Throat__160603188	Throat	160603188	Throat	HMP
Tongue.dorsum__160603188	Tongue dorsum	160603188	Tongue dorsum	HMP
Anterior.nares__160643649	Anterior nares	160643649	Anterior nares	HMP
Attached.Keratinized.gingiva__160643649	Attached/Keratinized gingiva	160643649	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160643649	Buccal mucosa	160643649	Buccal mucosa	HMP
Hard.palate__160643649	Hard palate	160643649	Hard palate	HMP
L_Antecubital.fossa__160643649	L_Antecubital fossa	160643649	L_Antecubital fossa	HMP
Mid.vagina__160643649	Mid vagina	160643649	Mid vagina	HMP
Palatine.Tonsils__160643649	Palatine Tonsils	160643649	Palatine Tonsils	HMP
Posterior.fornix__160643649	Posterior fornix	160643649	Posterior fornix	HMP
R_Antecubital.fossa__160643649	R_Antecubital fossa	160643649	R_Antecubital fossa	HMP
Retroauricular.crease__160643649	Retroauricular crease	160643649	Retroauricular crease	HMP
Saliva__160643649	Saliva	160643649	Saliva	HMP
Stool__160643649	Stool	160643649	Stool	HMP
Subgingival.plaque__160643649	Subgingival plaque	160643649	Subgingival plaque	HMP
Supragingival.plaque__160643649	Supragingival plaque	160643649	Supragingival plaque	HMP
Throat__160643649	Throat	160643649	Throat	HMP
Tongue.dorsum__160643649	Tongue dorsum	160643649	Tongue dorsum	HMP
Vaginal.introitus__160643649	Vaginal introitus	160643649	Vaginal introitus	HMP
Anterior.nares__160663879	Anterior nares	160663879	Anterior nares	HMP
Attached.Keratinized.gingiva__160663879	Attached/Keratinized gingiva	160663879	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160663879	Buccal mucosa	160663879	Buccal mucosa	HMP
Hard.palate__160663879	Hard palate	160663879	Hard palate	HMP
L_Antecubital.fossa__160663879	L_Antecubital fossa	160663879	L_Antecubital fossa	HMP
Palatine.Tonsils__160663879	Palatine Tonsils	160663879	Palatine Tonsils	HMP
R_Antecubital.fossa__160663879	R_Antecubital fossa	160663879	R_Antecubital fossa	HMP
Retroauricular.crease__160663879	Retroauricular crease	160663879	Retroauricular crease	HMP
Saliva__160663879	Saliva	160663879	Saliva	HMP
Stool__160663879	Stool	160663879	Stool	HMP
Subgingival.plaque__160663879	Subgingival plaque	160663879	Subgingival plaque	HMP
Supragingival.plaque__160663879	Supragingival plaque	160663879	Supragingival plaque	HMP
Throat__160663879	Throat	160663879	Throat	HMP
Tongue.dorsum__160663879	Tongue dorsum	160663879	Tongue dorsum	HMP
Anterior.nares__160684109	Anterior nares	160684109	Anterior nares	HMP
Attached.Keratinized.gingiva__160684109	Attached/Keratinized gingiva	160684109	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160684109	Buccal mucosa	160684109	Buccal mucosa	HMP
Hard.palate__160684109	Hard palate	160684109	Hard palate	HMP
L_Antecubital.fossa__160684109	L_Antecubital fossa	160684109	L_Antecubital fossa	HMP
Palatine.Tonsils__160684109	Palatine Tonsils	160684109	Palatine Tonsils	HMP
R_Antecubital.fossa__160684109	R_Antecubital fossa	160684109	R_Antecubital fossa	HMP
Retroauricular.crease__160684109	Retroauricular crease	160684109	Retroauricular crease	HMP
Saliva__160684109	Saliva	160684109	Saliva	HMP
Stool__160684109	Stool	160684109	Stool	HMP
Subgingival.plaque__160684109	Subgingival plaque	160684109	Subgingival plaque	HMP
Supragingival.plaque__160684109	Supragingival plaque	160684109	Supragingival plaque	HMP
Throat__160684109	Throat	160684109	Throat	HMP
Tongue.dorsum__160684109	Tongue dorsum	160684109	Tongue dorsum	HMP
Anterior.nares__160704339	Anterior nares	160704339	Anterior nares	HMP
Attached.Keratinized.gingiva__160704339	Attached/Keratinized gingiva	160704339	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160704339	Buccal mucosa	160704339	Buccal mucosa	HMP
Hard.palate__160704339	Hard palate	160704339	Hard palate	HMP
L_Antecubital.fossa__160704339	L_Antecubital fossa	160704339	L_Antecubital fossa	HMP
Mid.vagina__160704339	Mid vagina	160704339	Mid vagina	HMP
Palatine.Tonsils__160704339	Palatine Tonsils	160704339	Palatine Tonsils	HMP
Posterior.fornix__160704339	Posterior fornix	160704339	Posterior fornix	HMP
R_Antecubital.fossa__160704339	R_Antecubital fossa	160704339	R_Antecubital fossa	HMP
Retroauricular.crease__160704339	Retroauricular crease	160704339	Retroauricular crease	HMP
Saliva__160704339	Saliva	160704339	Saliva	HMP
Stool__160704339	Stool	160704339	Stool	HMP
Subgingival.plaque__160704339	Subgingival plaque	160704339	Subgingival plaque	HMP
Supragingival.plaque__160704339	Supragingival plaque	160704339	Supragingival plaque	HMP
Throat__160704339	Throat	160704339	Throat	HMP
Tongue.dorsum__160704339	Tongue dorsum	160704339	Tongue dorsum	HMP
Vaginal.introitus__160704339	Vaginal introitus	160704339	Vaginal introitus	HMP
Anterior.nares__160765029	Anterior nares	160765029	Anterior nares	HMP
Attached.Keratinized.gingiva__160765029	Attached/Keratinized gingiva	160765029	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160765029	Buccal mucosa	160765029	Buccal mucosa	HMP
Hard.palate__160765029	Hard palate	160765029	Hard palate	HMP
L_Antecubital.fossa__160765029	L_Antecubital fossa	160765029	L_Antecubital fossa	HMP
Palatine.Tonsils__160765029	Palatine Tonsils	160765029	Palatine Tonsils	HMP
R_Antecubital.fossa__160765029	R_Antecubital fossa	160765029	R_Antecubital fossa	HMP
Retroauricular.crease__160765029	Retroauricular crease	160765029	Retroauricular crease	HMP
Saliva__160765029	Saliva	160765029	Saliva	HMP
Stool__160765029	Stool	160765029	Stool	HMP
Subgingival.plaque__160765029	Subgingival plaque	160765029	Subgingival plaque	HMP
Supragingival.plaque__160765029	Supragingival plaque	160765029	Supragingival plaque	HMP
Throat__160765029	Throat	160765029	Throat	HMP
Tongue.dorsum__160765029	Tongue dorsum	160765029	Tongue dorsum	HMP
Anterior.nares__160845950	Anterior nares	160845950	Anterior nares	HMP
Attached.Keratinized.gingiva__160845950	Attached/Keratinized gingiva	160845950	Attached/Keratinized gingiva	HMP
Buccal.mucosa__160845950	Buccal mucosa	160845950	Buccal mucosa	HMP
Hard.palate__160845950	Hard palate	160845950	Hard palate	HMP
L_Antecubital.fossa__160845950	L_Antecubital fossa	160845950	L_Antecubital fossa	HMP
Palatine.Tonsils__160845950	Palatine Tonsils	160845950	Palatine Tonsils	HMP
R_Antecubital.fossa__160845950	R_Antecubital fossa	160845950	R_Antecubital fossa	HMP
Retroauricular.crease__160845950	Retroauricular crease	160845950	Retroauricular crease	HMP
Saliva__160845950	Saliva	160845950	Saliva	HMP
Stool__160845950	Stool	160845950	Stool	HMP
Subgingival.plaque__160845950	Subgingival plaque	160845950	Subgingival plaque	HMP
Supragingival.plaque__160845950	Supragingival plaque	160845950	Supragingival plaque	HMP
Throat__160845950	Throat	160845950	Throat	HMP
Tongue.dorsum__160845950	Tongue dorsum	160845950	Tongue dorsum	HMP
Attached.Keratinized.gingiva__178713055	Attached/Keratinized gingiva	178713055	Attached/Keratinized gingiva	HMP
Buccal.mucosa__178713055	Buccal mucosa	178713055	Buccal mucosa	HMP
Palatine.Tonsils__178713055	Palatine Tonsils	178713055	Palatine Tonsils	HMP
Posterior.fornix__178713055	Posterior fornix	178713055	Posterior fornix	HMP
R_Antecubital.fossa__178713055	R_Antecubital fossa	178713055	R_Antecubital fossa	HMP
Retroauricular.crease__178713055	Retroauricular crease	178713055	Retroauricular crease	HMP
Subgingival.plaque__178713055	Subgingival plaque	178713055	Subgingival plaque	HMP
Supragingival.plaque__178713055	Supragingival plaque	178713055	Supragingival plaque	HMP
Throat__178713055	Throat	178713055	Throat	HMP
Tongue.dorsum__178713055	Tongue dorsum	178713055	Tongue dorsum	HMP
L_Antecubital.fossa__184349034	L_Antecubital fossa	184349034	L_Antecubital fossa	HMP
Palatine.Tonsils__184349034	Palatine Tonsils	184349034	Palatine Tonsils	HMP
Retroauricular.crease__184349034	Retroauricular crease	184349034	Retroauricular crease	HMP
Subgingival.plaque__184349034	Subgingival plaque	184349034	Subgingival plaque	HMP
Supragingival.plaque__184349034	Supragingival plaque	184349034	Supragingival plaque	HMP
Anterior.nares__208027353	Anterior nares	208027353	Anterior nares	HMP
Attached.Keratinized.gingiva__208027353	Attached/Keratinized gingiva	208027353	Attached/Keratinized gingiva	HMP
Buccal.mucosa__208027353	Buccal mucosa	208027353	Buccal mucosa	HMP
Hard.palate__208027353	Hard palate	208027353	Hard palate	HMP
L_Antecubital.fossa__208027353	L_Antecubital fossa	208027353	L_Antecubital fossa	HMP
Mid.vagina__208027353	Mid vagina	208027353	Mid vagina	HMP
Palatine.Tonsils__208027353	Palatine Tonsils	208027353	Palatine Tonsils	HMP
R_Antecubital.fossa__208027353	R_Antecubital fossa	208027353	R_Antecubital fossa	HMP
Retroauricular.crease__208027353	Retroauricular crease	208027353	Retroauricular crease	HMP
Saliva__208027353	Saliva	208027353	Saliva	HMP
Subgingival.plaque__208027353	Subgingival plaque	208027353	Subgingival plaque	HMP
Supragingival.plaque__208027353	Supragingival plaque	208027353	Supragingival plaque	HMP
Throat__208027353	Throat	208027353	Throat	HMP
Tongue.dorsum__208027353	Tongue dorsum	208027353	Tongue dorsum	HMP
Vaginal.introitus__208027353	Vaginal introitus	208027353	Vaginal introitus	HMP
Anterior.nares__250593475	Anterior nares	250593475	Anterior nares	HMP
Attached.Keratinized.gingiva__256789458	Attached/Keratinized gingiva	256789458	Attached/Keratinized gingiva	HMP
L_Antecubital.fossa__256789458	L_Antecubital fossa	256789458	L_Antecubital fossa	HMP
Mid.vagina__256789458	Mid vagina	256789458	Mid vagina	HMP
Palatine.Tonsils__256789458	Palatine Tonsils	256789458	Palatine Tonsils	HMP
R_Antecubital.fossa__256789458	R_Antecubital fossa	256789458	R_Antecubital fossa	HMP
Retroauricular.crease__256789458	Retroauricular crease	256789458	Retroauricular crease	HMP
Supragingival.plaque__256789458	Supragingival plaque	256789458	Supragingival plaque	HMP
Tongue.dorsum__256789458	Tongue dorsum	256789458	Tongue dorsum	HMP
Anterior.nares__257905678	Anterior nares	257905678	Anterior nares	HMP
Attached.Keratinized.gingiva__257905678	Attached/Keratinized gingiva	257905678	Attached/Keratinized gingiva	HMP
Buccal.mucosa__257905678	Buccal mucosa	257905678	Buccal mucosa	HMP
Hard.palate__257905678	Hard palate	257905678	Hard palate	HMP
L_Antecubital.fossa__257905678	L_Antecubital fossa	257905678	L_Antecubital fossa	HMP
Mid.vagina__257905678	Mid vagina	257905678	Mid vagina	HMP
Palatine.Tonsils__257905678	Palatine Tonsils	257905678	Palatine Tonsils	HMP
Posterior.fornix__257905678	Posterior fornix	257905678	Posterior fornix	HMP
R_Antecubital.fossa__257905678	R_Antecubital fossa	257905678	R_Antecubital fossa	HMP
Retroauricular.crease__257905678	Retroauricular crease	257905678	Retroauricular crease	HMP
Saliva__257905678	Saliva	257905678	Saliva	HMP
Stool__257905678	Stool	257905678	Stool	HMP
Subgingival.plaque__257905678	Subgingival plaque	257905678	Subgingival plaque	HMP
Supragingival.plaque__257905678	Supragingival plaque	257905678	Supragingival plaque	HMP
Throat__257905678	Throat	257905678	Throat	HMP
Tongue.dorsum__257905678	Tongue dorsum	257905678	Tongue dorsum	HMP
Vaginal.introitus__257905678	Vaginal introitus	257905678	Vaginal introitus	HMP
L_Antecubital.fossa__275382046	L_Antecubital fossa	275382046	L_Antecubital fossa	HMP
Palatine.Tonsils__275382046	Palatine Tonsils	275382046	Palatine Tonsils	HMP
Retroauricular.crease__275382046	Retroauricular crease	275382046	Retroauricular crease	HMP
Supragingival.plaque__275382046	Supragingival plaque	275382046	Supragingival plaque	HMP
Tongue.dorsum__275382046	Tongue dorsum	275382046	Tongue dorsum	HMP
Anterior.nares__289996019	Anterior nares	289996019	Anterior nares	HMP
Attached.Keratinized.gingiva__289996019	Attached/Keratinized gingiva	289996019	Attached/Keratinized gingiva	HMP
Buccal.mucosa__289996019	Buccal mucosa	289996019	Buccal mucosa	HMP
Hard.palate__289996019	Hard palate	289996019	Hard palate	HMP
Palatine.Tonsils__289996019	Palatine Tonsils	289996019	Palatine Tonsils	HMP
Retroauricular.crease__289996019	Retroauricular crease	289996019	Retroauricular crease	HMP
Saliva__289996019	Saliva	289996019	Saliva	HMP
Stool__289996019	Stool	289996019	Stool	HMP
Subgingival.plaque__289996019	Subgingival plaque	289996019	Subgingival plaque	HMP
Supragingival.plaque__289996019	Supragingival plaque	289996019	Supragingival plaque	HMP
Throat__289996019	Throat	289996019	Throat	HMP
Tongue.dorsum__289996019	Tongue dorsum	289996019	Tongue dorsum	HMP
L_Antecubital.fossa__338793263	L_Antecubital fossa	338793263	L_Antecubital fossa	HMP
Retroauricular.crease__338793263	Retroauricular crease	338793263	Retroauricular crease	HMP
Stool__338793263	Stool	338793263	Stool	HMP
Attached.Keratinized.gingiva__355657046	Attached/Keratinized gingiva	355657046	Attached/Keratinized gingiva	HMP
Buccal.mucosa__355657046	Buccal mucosa	355657046	Buccal mucosa	HMP
Hard.palate__355657046	Hard palate	355657046	Hard palate	HMP
L_Antecubital.fossa__355657046	L_Antecubital fossa	355657046	L_Antecubital fossa	HMP
Palatine.Tonsils__355657046	Palatine Tonsils	355657046	Palatine Tonsils	HMP
Retroauricular.crease__355657046	Retroauricular crease	355657046	Retroauricular crease	HMP
Stool__355657046	Stool	355657046	Stool	HMP
Supragingival.plaque__355657046	Supragingival plaque	355657046	Supragingival plaque	HMP
Throat__355657046	Throat	355657046	Throat	HMP
Tongue.dorsum__355657046	Tongue dorsum	355657046	Tongue dorsum	HMP
L_Antecubital.fossa__370027359	L_Antecubital fossa	370027359	L_Antecubital fossa	HMP
R_Antecubital.fossa__370027359	R_Antecubital fossa	370027359	R_Antecubital fossa	HMP
Retroauricular.crease__370027359	Retroauricular crease	370027359	Retroauricular crease	HMP
Attached.Keratinized.gingiva__375450439	Attached/Keratinized gingiva	375450439	Attached/Keratinized gingiva	HMP
Buccal.mucosa__375450439	Buccal mucosa	375450439	Buccal mucosa	HMP
Hard.palate__375450439	Hard palate	375450439	Hard palate	HMP
L_Antecubital.fossa__375450439	L_Antecubital fossa	375450439	L_Antecubital fossa	HMP
Mid.vagina__375450439	Mid vagina	375450439	Mid vagina	HMP
Palatine.Tonsils__375450439	Palatine Tonsils	375450439	Palatine Tonsils	HMP
Posterior.fornix__375450439	Posterior fornix	375450439	Posterior fornix	HMP
R_Antecubital.fossa__375450439	R_Antecubital fossa	375450439	R_Antecubital fossa	HMP
Retroauricular.crease__375450439	Retroauricular crease	375450439	Retroauricular crease	HMP
Saliva__375450439	Saliva	375450439	Saliva	HMP
Stool__375450439	Stool	375450439	Stool	HMP
Subgingival.plaque__375450439	Subgingival plaque	375450439	Subgingival plaque	HMP
Supragingival.plaque__375450439	Supragingival plaque	375450439	Supragingival plaque	HMP
Throat__375450439	Throat	375450439	Throat	HMP
Tongue.dorsum__375450439	Tongue dorsum	375450439	Tongue dorsum	HMP
Vaginal.introitus__375450439	Vaginal introitus	375450439	Vaginal introitus	HMP
L_Antecubital.fossa__404239096	L_Antecubital fossa	404239096	L_Antecubital fossa	HMP
R_Antecubital.fossa__404239096	R_Antecubital fossa	404239096	R_Antecubital fossa	HMP
Retroauricular.crease__404239096	Retroauricular crease	404239096	Retroauricular crease	HMP
Buccal.mucosa__451588811	Buccal mucosa	451588811	Buccal mucosa	HMP
Hard.palate__451588811	Hard palate	451588811	Hard palate	HMP
Stool__451588811	Stool	451588811	Stool	HMP
Anterior.nares__465578759	Anterior nares	465578759	Anterior nares	HMP
Buccal.mucosa__465578759	Buccal mucosa	465578759	Buccal mucosa	HMP
Hard.palate__465578759	Hard palate	465578759	Hard palate	HMP
L_Antecubital.fossa__465578759	L_Antecubital fossa	465578759	L_Antecubital fossa	HMP
Mid.vagina__465578759	Mid vagina	465578759	Mid vagina	HMP
Palatine.Tonsils__465578759	Palatine Tonsils	465578759	Palatine Tonsils	HMP
Posterior.fornix__465578759	Posterior fornix	465578759	Posterior fornix	HMP
R_Antecubital.fossa__465578759	R_Antecubital fossa	465578759	R_Antecubital fossa	HMP
Retroauricular.crease__465578759	Retroauricular crease	465578759	Retroauricular crease	HMP
Subgingival.plaque__465578759	Subgingival plaque	465578759	Subgingival plaque	HMP
Supragingival.plaque__465578759	Supragingival plaque	465578759	Supragingival plaque	HMP
Throat__465578759	Throat	465578759	Throat	HMP
Tongue.dorsum__465578759	Tongue dorsum	465578759	Tongue dorsum	HMP
Vaginal.introitus__465578759	Vaginal introitus	465578759	Vaginal introitus	HMP
Attached.Keratinized.gingiva__508703490	Attached/Keratinized gingiva	508703490	Attached/Keratinized gingiva	HMP
Buccal.mucosa__508703490	Buccal mucosa	508703490	Buccal mucosa	HMP
Retroauricular.crease__508703490	Retroauricular crease	508703490	Retroauricular crease	HMP
L_Antecubital.fossa__516889361	L_Antecubital fossa	516889361	L_Antecubital fossa	HMP
R_Antecubital.fossa__516889361	R_Antecubital fossa	516889361	R_Antecubital fossa	HMP
Retroauricular.crease__516889361	Retroauricular crease	516889361	Retroauricular crease	HMP
Stool__516889361	Stool	516889361	Stool	HMP
Subgingival.plaque__516889361	Subgingival plaque	516889361	Subgingival plaque	HMP
Tongue.dorsum__516889361	Tongue dorsum	516889361	Tongue dorsum	HMP
Anterior.nares__517810313	Anterior nares	517810313	Anterior nares	HMP
Attached.Keratinized.gingiva__517810313	Attached/Keratinized gingiva	517810313	Attached/Keratinized gingiva	HMP
Buccal.mucosa__517810313	Buccal mucosa	517810313	Buccal mucosa	HMP
Hard.palate__517810313	Hard palate	517810313	Hard palate	HMP
L_Antecubital.fossa__517810313	L_Antecubital fossa	517810313	L_Antecubital fossa	HMP
Palatine.Tonsils__517810313	Palatine Tonsils	517810313	Palatine Tonsils	HMP
R_Antecubital.fossa__517810313	R_Antecubital fossa	517810313	R_Antecubital fossa	HMP
Retroauricular.crease__517810313	Retroauricular crease	517810313	Retroauricular crease	HMP
Saliva__517810313	Saliva	517810313	Saliva	HMP
Subgingival.plaque__517810313	Subgingival plaque	517810313	Subgingival plaque	HMP
Supragingival.plaque__517810313	Supragingival plaque	517810313	Supragingival plaque	HMP
Throat__517810313	Throat	517810313	Throat	HMP
Tongue.dorsum__517810313	Tongue dorsum	517810313	Tongue dorsum	HMP
R_Antecubital.fossa__550534656	R_Antecubital fossa	550534656	R_Antecubital fossa	HMP
Retroauricular.crease__550534656	Retroauricular crease	550534656	Retroauricular crease	HMP
Stool__550534656	Stool	550534656	Stool	HMP
Anterior.nares__553359145	Anterior nares	553359145	Anterior nares	HMP
Attached.Keratinized.gingiva__553359145	Attached/Keratinized gingiva	553359145	Attached/Keratinized gingiva	HMP
Buccal.mucosa__553359145	Buccal mucosa	553359145	Buccal mucosa	HMP
Hard.palate__553359145	Hard palate	553359145	Hard palate	HMP
L_Antecubital.fossa__553359145	L_Antecubital fossa	553359145	L_Antecubital fossa	HMP
Mid.vagina__553359145	Mid vagina	553359145	Mid vagina	HMP
Palatine.Tonsils__553359145	Palatine Tonsils	553359145	Palatine Tonsils	HMP
Posterior.fornix__553359145	Posterior fornix	553359145	Posterior fornix	HMP
Retroauricular.crease__553359145	Retroauricular crease	553359145	Retroauricular crease	HMP
Saliva__553359145	Saliva	553359145	Saliva	HMP
Subgingival.plaque__553359145	Subgingival plaque	553359145	Subgingival plaque	HMP
Supragingival.plaque__553359145	Supragingival plaque	553359145	Supragingival plaque	HMP
Tongue.dorsum__553359145	Tongue dorsum	553359145	Tongue dorsum	HMP
Vaginal.introitus__553359145	Vaginal introitus	553359145	Vaginal introitus	HMP
Posterior.fornix__561079058	Posterior fornix	561079058	Posterior fornix	HMP
Stool__561079058	Stool	561079058	Stool	HMP
Vaginal.introitus__561079058	Vaginal introitus	561079058	Vaginal introitus	HMP
Anterior.nares__612472597	Anterior nares	612472597	Anterior nares	HMP
Attached.Keratinized.gingiva__612472597	Attached/Keratinized gingiva	612472597	Attached/Keratinized gingiva	HMP
Buccal.mucosa__612472597	Buccal mucosa	612472597	Buccal mucosa	HMP
Hard.palate__612472597	Hard palate	612472597	Hard palate	HMP
L_Antecubital.fossa__612472597	L_Antecubital fossa	612472597	L_Antecubital fossa	HMP
Mid.vagina__612472597	Mid vagina	612472597	Mid vagina	HMP
Palatine.Tonsils__612472597	Palatine Tonsils	612472597	Palatine Tonsils	HMP
Posterior.fornix__612472597	Posterior fornix	612472597	Posterior fornix	HMP
Retroauricular.crease__612472597	Retroauricular crease	612472597	Retroauricular crease	HMP
Saliva__612472597	Saliva	612472597	Saliva	HMP
Stool__612472597	Stool	612472597	Stool	HMP
Subgingival.plaque__612472597	Subgingival plaque	612472597	Subgingival plaque	HMP
Supragingival.plaque__612472597	Supragingival plaque	612472597	Supragingival plaque	HMP
Throat__612472597	Throat	612472597	Throat	HMP
Tongue.dorsum__612472597	Tongue dorsum	612472597	Tongue dorsum	HMP
Vaginal.introitus__612472597	Vaginal introitus	612472597	Vaginal introitus	HMP
Attached.Keratinized.gingiva__643185023	Attached/Keratinized gingiva	643185023	Attached/Keratinized gingiva	HMP
Buccal.mucosa__643185023	Buccal mucosa	643185023	Buccal mucosa	HMP
L_Antecubital.fossa__643185023	L_Antecubital fossa	643185023	L_Antecubital fossa	HMP
Palatine.Tonsils__643185023	Palatine Tonsils	643185023	Palatine Tonsils	HMP
Posterior.fornix__643185023	Posterior fornix	643185023	Posterior fornix	HMP
R_Antecubital.fossa__643185023	R_Antecubital fossa	643185023	R_Antecubital fossa	HMP
Retroauricular.crease__643185023	Retroauricular crease	643185023	Retroauricular crease	HMP
Stool__643185023	Stool	643185023	Stool	HMP
Subgingival.plaque__643185023	Subgingival plaque	643185023	Subgingival plaque	HMP
Supragingival.plaque__643185023	Supragingival plaque	643185023	Supragingival plaque	HMP
Tongue.dorsum__643185023	Tongue dorsum	643185023	Tongue dorsum	HMP
Attached.Keratinized.gingiva__658594300	Attached/Keratinized gingiva	658594300	Attached/Keratinized gingiva	HMP
L_Antecubital.fossa__658594300	L_Antecubital fossa	658594300	L_Antecubital fossa	HMP
R_Antecubital.fossa__658594300	R_Antecubital fossa	658594300	R_Antecubital fossa	HMP
Retroauricular.crease__658594300	Retroauricular crease	658594300	Retroauricular crease	HMP
Subgingival.plaque__658594300	Subgingival plaque	658594300	Subgingival plaque	HMP
Supragingival.plaque__658594300	Supragingival plaque	658594300	Supragingival plaque	HMP
Tongue.dorsum__658594300	Tongue dorsum	658594300	Tongue dorsum	HMP
Attached.Keratinized.gingiva__663835652	Attached/Keratinized gingiva	663835652	Attached/Keratinized gingiva	HMP
Buccal.mucosa__663835652	Buccal mucosa	663835652	Buccal mucosa	HMP
Hard.palate__663835652	Hard palate	663835652	Hard palate	HMP
L_Antecubital.fossa__663835652	L_Antecubital fossa	663835652	L_Antecubital fossa	HMP
Mid.vagina__663835652	Mid vagina	663835652	Mid vagina	HMP
Palatine.Tonsils__663835652	Palatine Tonsils	663835652	Palatine Tonsils	HMP
Posterior.fornix__663835652	Posterior fornix	663835652	Posterior fornix	HMP
Saliva__663835652	Saliva	663835652	Saliva	HMP
Stool__663835652	Stool	663835652	Stool	HMP
Supragingival.plaque__663835652	Supragingival plaque	663835652	Supragingival plaque	HMP
Throat__663835652	Throat	663835652	Throat	HMP
Tongue.dorsum__663835652	Tongue dorsum	663835652	Tongue dorsum	HMP
Vaginal.introitus__663835652	Vaginal introitus	663835652	Vaginal introitus	HMP
Anterior.nares__668248235	Anterior nares	668248235	Anterior nares	HMP
Attached.Keratinized.gingiva__668248235	Attached/Keratinized gingiva	668248235	Attached/Keratinized gingiva	HMP
Buccal.mucosa__668248235	Buccal mucosa	668248235	Buccal mucosa	HMP
Hard.palate__668248235	Hard palate	668248235	Hard palate	HMP
L_Antecubital.fossa__668248235	L_Antecubital fossa	668248235	L_Antecubital fossa	HMP
Palatine.Tonsils__668248235	Palatine Tonsils	668248235	Palatine Tonsils	HMP
R_Antecubital.fossa__668248235	R_Antecubital fossa	668248235	R_Antecubital fossa	HMP
Retroauricular.crease__668248235	Retroauricular crease	668248235	Retroauricular crease	HMP
Saliva__668248235	Saliva	668248235	Saliva	HMP
Subgingival.plaque__668248235	Subgingival plaque	668248235	Subgingival plaque	HMP
Supragingival.plaque__668248235	Supragingival plaque	668248235	Supragingival plaque	HMP
Throat__668248235	Throat	668248235	Throat	HMP
Tongue.dorsum__668248235	Tongue dorsum	668248235	Tongue dorsum	HMP
R_Antecubital.fossa__675950834	R_Antecubital fossa	675950834	R_Antecubital fossa	HMP
Stool__675950834	Stool	675950834	Stool	HMP
Anterior.nares__682102541	Anterior nares	682102541	Anterior nares	HMP
L_Antecubital.fossa__682102541	L_Antecubital fossa	682102541	L_Antecubital fossa	HMP
R_Antecubital.fossa__682102541	R_Antecubital fossa	682102541	R_Antecubital fossa	HMP
Retroauricular.crease__682102541	Retroauricular crease	682102541	Retroauricular crease	HMP
Stool__682102541	Stool	682102541	Stool	HMP
Anterior.nares__682449369	Anterior nares	682449369	Anterior nares	HMP
Attached.Keratinized.gingiva__682449369	Attached/Keratinized gingiva	682449369	Attached/Keratinized gingiva	HMP
Buccal.mucosa__682449369	Buccal mucosa	682449369	Buccal mucosa	HMP
Hard.palate__682449369	Hard palate	682449369	Hard palate	HMP
L_Antecubital.fossa__682449369	L_Antecubital fossa	682449369	L_Antecubital fossa	HMP
